[6PGA] (uM),[NADP] (uM),[CO2] (uM),[Ru5P] (uM),[NADPH] (uM),Rate_V,V_fig_i,Specific_Activity,Article,Fig,X_axis_label,pH,Temperature (C),Apparent Keq (M),[6PGA] raw,[NADP] raw,[CO2] raw,[Ru5P] raw,[NADPH] raw,Rate V raw,Notes,Column22,[ATP] (uM)
50.0,5.749173341,1650,0,0.0,0.023022595,14,22.8,Weisz1985,6A,NADP,7.0,30,0.1158,,173.93805,1650.0,0,0.0,43.43559,,,0.0
50.0,20.06411689,2200,0,0.0,0.031009771,14,22.8,Weisz1985,6A,NADP,7.0,30,0.1158,,49.84022,2200.0,0,0.0,32.2479,,,0.0
50.0,12.6018402,2200,0,0.0,0.02598756,14,22.8,Weisz1985,6A,NADP,7.0,30,0.1158,,79.35349,2200.0,0,0.0,38.47995,,,0.0
50.0,9.196337577,2200,0,0.0,0.02455039,14,22.8,Weisz1985,6A,NADP,7.0,30,0.1158,,108.73894,2200.0,0,0.0,40.73255,,,0.0
50.0,7.117861248,2200,0,0.0,0.021480671,14,22.8,Weisz1985,6A,NADP,7.0,30,0.1158,,140.49164,2200.0,0,0.0,46.55348,,,0.0
50.0,5.774553908,2200,0,0.0,0.018924881,14,22.8,Weisz1985,6A,NADP,7.0,30,0.1158,,173.17355,2200.0,0,0.0,52.84049,,,0.0
2000.0,19.94634831,0,0,0.0,0.139562861,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,50.13449,0.0,0,0.0,7.16523,,,0.0
2000.0,12.45350174,0,0,0.0,0.128055074,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,80.2987,0.0,0,0.0,7.80914,,,0.0
2000.0,9.100220271,0,0,0.0,0.108838088,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,109.88745,0.0,0,0.0,9.18796,,,0.0
2000.0,7.000508797,0,0,0.0,0.101700224,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,142.84676,0.0,0,0.0,9.83282,,,0.0
2000.0,5.718802915,0,0,0.0,0.097327769,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,174.86177,0.0,0,0.0,10.27456,,,0.0
2000.0,19.90072721,550,0,0.0,0.110917375,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,50.24942,550.0,0,0.0,9.01572,,,0.0
2000.0,12.42961729,550,0,0.0,0.097150102,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,80.453,550.0,0,0.0,10.29335,,,0.0
2000.0,9.088370131,550,0,0.0,0.086996389,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,110.03073,550.0,0,0.0,11.49473,,,0.0
2000.0,7.02152075,550,0,0.0,0.077216857,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,142.41929,550.0,0,0.0,12.95054,,,0.0
2000.0,5.720515519,550,0,0.0,0.069291858,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,174.80942,550.0,0,0.0,14.43171,,,0.0
2000.0,20.09369691,1100,0,0.0,0.088918766,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,49.76685,1100.0,0,0.0,11.24622,,,0.0
2000.0,12.50609985,1100,0,0.0,0.080829178,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,79.96098,1100.0,0,0.0,12.37177,,,0.0
2000.0,9.084551557,1100,0,0.0,0.067845551,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,110.07698,1100.0,0,0.0,14.73936,,,0.0
2000.0,6.949798685,1100,0,0.0,0.060190563,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,143.88906,1100.0,0,0.0,16.6139,,,0.0
2000.0,5.734072524,1100,0,0.0,0.056250657,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,174.39612,1100.0,0,0.0,17.77757,,,0.0
2000.0,19.93523838,1650,0,0.0,0.079269578,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,50.16243,1650.0,0,0.0,12.61518,,,0.0
2000.0,12.48593927,1650,0,0.0,0.069202285,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,80.09009,1650.0,0,0.0,14.45039,,,0.0
2000.0,9.083204057,1650,0,0.0,0.057135152,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,110.09331,1650.0,0,0.0,17.50236,,,0.0
2000.0,7.00000749,1650,0,0.0,0.050006026,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,142.85699,1650.0,0,0.0,19.99759,,,0.0
2000.0,5.715843363,1650,0,0.0,0.046014818,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,174.95231,1650.0,0,0.0,21.73213,,,0.0
2000.0,20.00068402,2200,0,0.0,0.066788935,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,49.99829,2200.0,0,0.0,14.97254,,,0.0
2000.0,12.52678854,2200,0,0.0,0.056351965,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,79.82892,2200.0,0,0.0,17.74561,,,0.0
2000.0,9.072305092,2200,0,0.0,0.050938076,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,110.22557,2200.0,0,0.0,19.63168,,,0.0
2000.0,6.985226037,2200,0,0.0,0.040217804,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,143.15929,2200.0,0,0.0,24.86461,,,0.0
2000.0,5.716782478,2200,0,0.0,0.038066945,15,22.8,Weisz1985,6B,NADP,7.0,30,0.1158,,174.92357,2200.0,0,0.0,26.26951,,,0.0
14.41736543,10.0,0,0,0.0,0.142518153,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,6.93608,,0.0,0,0.0,7.01665,,,0.0
7.01675109,10.0,0,0,0.0,0.133276469,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,14.25161,,0.0,0,0.0,7.5032,,,0.0
4.80368308,10.0,0,0,0.0,0.115191714,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,20.81736,,0.0,0,0.0,8.68118,,,0.0
3.586729817,10.0,0,0,0.0,0.109383699,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,27.88055,,0.0,0,0.0,9.14213,,,0.0
2.892463974,10.0,0,0,0.0,0.096658422,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,34.5726,,0.0,0,0.0,10.34571,,,0.0
14.38472227,10.0,550,0,0.0,0.115191714,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,6.95182,,550.0,0,0.0,8.68118,,,0.0
7.034718446,10.0,550,0,0.0,0.096898286,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,14.21521,,550.0,0,0.0,10.3201,,,0.0
4.785298033,10.0,550,0,0.0,0.095476787,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,20.89734,,550.0,0,0.0,10.47375,,,0.0
3.599816985,10.0,550,0,0.0,0.085076262,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,27.77919,,550.0,0,0.0,11.75416,,,0.0
2.887547078,10.0,550,0,0.0,0.075531896,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,34.63147,,550.0,0,0.0,13.23944,,,0.0
13.92234118,10.0,1100,0,0.0,0.102359069,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,7.1827,,1100.0,0,0.0,9.76953,,,0.0
7.029689189,10.0,1100,0,0.0,0.087752783,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,14.22538,,1100.0,0,0.0,11.39565,,,0.0
4.77948416,10.0,1100,0,0.0,0.075972774,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,20.92276,,1100.0,0,0.0,13.16261,,,0.0
3.596181862,10.0,1100,0,0.0,0.067913052,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,27.80727,,1100.0,0,0.0,14.72471,,,0.0
2.893484192,10.0,1100,0,0.0,0.063599355,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,34.56041,,1100.0,0,0.0,15.72343,,,0.0
14.26492825,10.0,1650,0,0.0,0.08677776,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,7.0102,,1650.0,0,0.0,11.52369,,,0.0
6.990508986,10.0,1650,0,0.0,0.075972774,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,14.30511,,1650.0,0,0.0,13.16261,,,0.0
4.789590878,10.0,1650,0,0.0,0.065962843,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,20.87861,,1650.0,0,0.0,15.16005,,,0.0
3.593271814,10.0,1650,0,0.0,0.058458098,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,27.82979,,1650.0,0,0.0,17.10627,,,0.0
2.891337466,10.0,1650,0,0.0,0.054236111,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,34.58607,,1650.0,0,0.0,18.4379,,,0.0
14.17842412,10.0,2200,0,0.0,0.078650545,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,7.05297,,2200.0,0,0.0,12.71447,,,0.0
7.044476004,10.0,2200,0,0.0,0.067096217,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,14.19552,,2200.0,0,0.0,14.90397,,,0.0
4.814358342,10.0,2200,0,0.0,0.05837071,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,20.7712,,2200.0,0,0.0,17.13188,,,0.0
3.598039932,10.0,2200,0,0.0,0.050322162,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,27.79291,,2200.0,0,0.0,19.87196,,,0.0
2.889800075,10.0,2200,0,0.0,0.049057796,16,22.8,Weisz1985,6C,PGA,7.0,30,0.1158,34.60447,,2200.0,0,0.0,20.38412,,,0.0
14.07384264,100.0,0,0,0.0,0.354338521,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,7.10538,,0.0,0,0.0,2.82216,,,0.0
6.998483429,100.0,0,0,0.0,0.3193419,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,14.28881,,0.0,0,0.0,3.13144,,,0.0
4.811173469,100.0,0,0,0.0,0.282182171,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,20.78495,,0.0,0,0.0,3.54381,,,0.0
3.591693419,100.0,0,0,0.0,0.260402426,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,27.84202,,0.0,0,0.0,3.84021,,,0.0
2.865683412,100.0,0,0,0.0,0.246349106,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,34.89569,,0.0,0,0.0,4.05928,,,0.0
14.24067307,100.0,550,0,0.0,0.263945564,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,7.02214,,550.0,0,0.0,3.78866,,,0.0
6.979365506,100.0,550,0,0.0,0.248717859,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,14.32795,,550.0,0,0.0,4.02062,,,0.0
4.831312315,100.0,550,0,0.0,0.22558138,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,20.69831,,550.0,0,0.0,4.43299,,,0.0
3.598417992,100.0,550,0,0.0,0.18130854,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,27.78999,,550.0,0,0.0,5.51546,,,0.0
2.896861309,100.0,550,0,0.0,0.180885798,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,34.52012,,550.0,0,0.0,5.52835,,,0.0
14.55171972,100.0,1100,0,0.0,0.21436457,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,6.87204,,1100.0,0,0.0,4.66495,,,0.0
7.003154221,100.0,1100,0,0.0,0.197706994,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,14.27928,,1100.0,0,0.0,5.05799,,,0.0
4.847885474,100.0,1100,0,0.0,0.175963709,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,20.62755,,1100.0,0,0.0,5.68299,,,0.0
3.608120581,100.0,1100,0,0.0,0.149806899,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,27.71526,,1100.0,0,0.0,6.67526,,,0.0
2.896473659,100.0,1100,0,0.0,0.141605753,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,34.52474,,1100.0,0,0.0,7.06186,,,0.0
14.50143347,100.0,1650,0,0.0,0.192079044,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,6.89587,,1650.0,0,0.0,5.20619,,,0.0
7.023744471,100.0,1650,0,0.0,0.16,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,14.23742,,1650.0,0,0.0,6.25,,,0.0
4.805758452,100.0,1650,0,0.0,0.144237912,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,20.80837,,1650.0,0,0.0,6.93299,,,0.0
3.610400263,100.0,1650,0,0.0,0.129765812,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,27.69776,,1650.0,0,0.0,7.70619,,,0.0
2.892196276,100.0,1650,0,0.0,0.121630086,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,34.5758,,1650.0,0,0.0,8.22165,,,0.0
14.5000667,100.0,2200,0,0.0,0.150387699,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,6.89652,,2200.0,0,0.0,6.64948,,,0.0
7.030425573,100.0,2200,0,0.0,0.13566441,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,14.22389,,2200.0,0,0.0,7.37113,,,0.0
4.84832265,100.0,2200,0,0.0,0.128476741,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,20.62569,,2200.0,0,0.0,7.78351,,,0.0
3.61053844,100.0,2200,0,0.0,0.109759605,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,27.6967,,2200.0,0,0.0,9.11082,,,0.0
2.891952881,100.0,2200,0,0.0,0.102917823,17,22.8,Weisz1985,6D,PGA,7.0,30,0.1158,34.57871,,2200.0,0,0.0,9.71649,,,0.0
50.0,20.338,0,0,0.0,0.140199363,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,49.1687,0.0,0,0.0,7.1327,,,0.0
50.0,12.391,0,0,0.0,0.138037657,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,80.7006,0.0,0,0.0,7.2444,,,0.0
50.0,9.119,0,0,0.0,0.136757747,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,109.6565,0.0,0,0.0,7.3122,,,0.0
50.0,6.852,0,0,0.0,0.134716422,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,145.95,0.0,0,0.0,7.423,,,0.0
50.0,5.741,0,0,0.0,0.131795717,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,174.1993,0.0,0,0.0,7.5875,,,0.0
50.0,5.003,0,0,0.0,0.129860011,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,199.8707,0.0,0,0.0,7.7006,,,0.0
50.0,20.118,0,100,0.0,0.128681911,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,49.7065,0.0,100,0.0,7.7711,,,0.0
50.0,12.596,0,100,0.0,0.117548871,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,79.3914,0.0,100,0.0,8.5071,,,0.0
50.0,9.084,0,100,0.0,0.112249823,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,110.0854,0.0,100,0.0,8.9087,,,0.0
50.0,6.827,0,100,0.0,0.106404486,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,146.4806,0.0,100,0.0,9.3981,,,0.0
50.0,5.718,0,100,0.0,0.105475219,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,174.8911,0.0,100,0.0,9.4809,,,0.0
50.0,4.99,0,100,0.0,0.102643059,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,200.4192,0.0,100,0.0,9.7425,,,0.0
50.0,20.135,0,200,0.0,0.103548611,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,49.6637,0.0,200,0.0,9.6573,,,0.0
50.0,12.535,0,200,0.0,0.10052676,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,79.7783,0.0,200,0.0,9.9476,,,0.0
50.0,9.077,0,200,0.0,0.09439038,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,110.1718,0.0,200,0.0,10.5943,,,0.0
50.0,6.818,0,200,0.0,0.093027583,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,146.6604,0.0,200,0.0,10.7495,,,0.0
50.0,5.723,0,200,0.0,0.091812189,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,174.7206,0.0,200,0.0,10.8918,,,0.0
50.0,5.003,0,200,0.0,0.089300864,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,199.8945,0.0,200,0.0,11.1981,,,0.0
50.0,20.18,0,400,0.0,0.088508107,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,49.5551,0.0,400,0.0,11.2984,,,0.0
50.0,12.489,0,400,0.0,0.085361377,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,80.0699,0.0,400,0.0,11.7149,,,0.0
50.0,9.132,0,400,0.0,0.081877953,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,109.5078,0.0,400,0.0,12.2133,,,0.0
50.0,6.833,0,400,0.0,0.076793709,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,146.3551,0.0,400,0.0,13.0219,,,0.0
50.0,5.714,0,400,0.0,0.074991751,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,175.0106,0.0,400,0.0,13.3348,,,0.0
50.0,4.98,0,400,0.0,0.06853352,18,22.8,Weisz1985,7A,NADP,8.6,30,0.1158,50.0,200.806,0.0,400,0.0,14.5914,,,0.0
144.682,10.0,0,0,0.0,0.126,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,6.9117,10.0,0.0,0,0.0,7.9635,,,0.0
69.469,10.0,0,0,0.0,0.114,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,14.395,10.0,0.0,0,0.0,8.786,,,0.0
47.851,10.0,0,0,0.0,0.106,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,20.8984,10.0,0.0,0,0.0,9.4259,,,0.0
35.628,10.0,0,0,0.0,0.096,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,28.0677,10.0,0.0,0,0.0,10.3829,,,0.0
26.767,10.0,0,0,0.0,0.084,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,37.3593,10.0,0.0,0,0.0,11.9173,,,0.0
23.843,10.0,0,0,0.0,0.078,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,41.9405,10.0,0.0,0,0.0,12.7514,,,0.0
143.627,10.0,0,360,0.0,0.095,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,6.9625,10.0,0.0,360,0.0,10.5338,,,0.0
68.823,10.0,0,360,0.0,0.077,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,14.53,10.0,0.0,360,0.0,12.9408,,,0.0
47.687,10.0,0,360,0.0,0.07,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,20.9701,10.0,0.0,360,0.0,14.3801,,,0.0
35.631,10.0,0,360,0.0,0.059,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,28.0655,10.0,0.0,360,0.0,16.9356,,,0.0
26.84,10.0,0,360,0.0,0.053,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,37.2584,10.0,0.0,360,0.0,18.8167,,,0.0
23.871,10.0,0,360,0.0,0.051,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,41.8926,10.0,0.0,360,0.0,19.6639,,,0.0
142.692,10.0,0,720,0.0,0.078,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,7.0081,10.0,0.0,720,0.0,12.8377,,,0.0
69.436,10.0,0,720,0.0,0.063,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,14.4017,10.0,0.0,720,0.0,15.7915,,,0.0
48.037,10.0,0,720,0.0,0.054,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,20.8172,10.0,0.0,720,0.0,18.656,,,0.0
35.585,10.0,0,720,0.0,0.05,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,28.1018,10.0,0.0,720,0.0,20.1053,,,0.0
26.873,10.0,0,720,0.0,0.037,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,37.2126,10.0,0.0,720,0.0,27.1676,,,0.0
23.898,10.0,0,720,0.0,0.036,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,41.8444,10.0,0.0,720,0.0,27.895,,,0.0
142.003,10.0,0,1080,0.0,0.069,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,7.0421,10.0,0.0,1080,0.0,14.5557,,,0.0
68.917,10.0,0,1080,0.0,0.054,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,14.5103,10.0,0.0,1080,0.0,18.6146,,,0.0
47.561,10.0,0,1080,0.0,0.044,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,21.0258,10.0,0.0,1080,0.0,22.5309,,,0.0
35.596,10.0,0,1080,0.0,0.036,19,22.8,Weisz1985,7B,PGA,8.6,30,0.1158,28.0929,10.0,0.0,1080,0.0,27.6569,,,0.0
0.0,0.0,25800,70,9.1,-0.353942208,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,25800.0,70,0.05965,2.82532,,,0.0
0.0,0.0,25800,70,3.8,-0.299350111,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,25800.0,70,0.23292,3.34057,,,0.0
0.0,0.0,25800,70,0.28,-0.181874728,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,25800.0,70,3.5546,5.49829,,,0.0
0.0,0.0,25800,70,0.14,-0.112886948,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,25800.0,70,7.11673,8.85842,,,0.0
0.0,0.0,17300,70,9.1,-0.236962894,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,17300.0,70,0.03795,4.22007,,,0.0
0.0,0.0,17300,70,3.8,-0.21515602,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,17300.0,70,0.23778,4.64779,,,0.0
0.0,0.0,17300,70,0.28,-0.118102378,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,17300.0,70,3.53167,8.46723,,,0.0
0.0,0.0,17300,70,0.14,-0.087629363,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,17300.0,70,7.09706,11.4117,,,0.0
0.0,0.0,8600,70,9.1,-0.141393318,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,8600.0,70,0.05337,7.07247,,,0.0
0.0,0.0,8600,70,3.8,-0.149934254,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,8600.0,70,0.27151,6.66959,,,0.0
0.0,0.0,8600,70,0.28,-0.086523228,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,8600.0,70,3.55279,11.55759,,,0.0
0.0,0.0,8600,70,0.14,-0.068116968,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,8600.0,70,7.12393,14.68063,,,0.0
0.0,0.0,5200,70,9.1,-0.087188823,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,5200.0,70,0.06758,11.46936,,,0.0
0.0,0.0,5200,70,3.8,-0.102492515,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,5200.0,70,0.23965,9.75681,,,0.0
0.0,0.0,5200,70,0.28,-0.057639479,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,5200.0,70,3.5453,17.34922,,,0.0
0.0,0.0,5200,70,0.14,-0.041147962,20,7.6,Villet1972,1A,NADPH,7.0,25,0.079,0.0,0.0,5200.0,70,7.09283,24.30254,,,0.0
0.0,0.0,25800,42,9.1,-0.385857549,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,25800.0,42,0.07364,2.59163,,,0.0
0.0,0.0,25800,42,3.8,-0.334873753,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,25800.0,42,0.24829,2.9862,,,0.0
0.0,0.0,25800,42,0.28,-0.134948578,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,25800.0,42,3.53444,7.41023,,,0.0
0.0,0.0,25800,42,0.14,-0.088290164,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,25800.0,42,7.05754,11.32629,,,0.0
0.0,0.0,17300,42,9.1,-0.215551618,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,17300.0,42,0.04077,4.63926,,,0.0
0.0,0.0,17300,42,3.8,-0.212627523,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,17300.0,42,0.24803,4.70306,,,0.0
0.0,0.0,17300,42,0.28,-0.098221214,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,17300.0,42,3.52218,10.1811,,,0.0
0.0,0.0,17300,42,0.14,-0.074768144,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,17300.0,42,7.06909,13.37468,,,0.0
0.0,0.0,8600,42,9.1,-0.133847486,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,8600.0,42,0.07588,7.47119,,,0.0
0.0,0.0,8600,42,3.8,-0.148115014,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,8600.0,42,0.25958,6.75151,,,0.0
0.0,0.0,8600,42,0.28,-0.080580762,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,8600.0,42,3.51593,12.40991,,,0.0
0.0,0.0,8600,42,0.14,-0.055888902,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,8600.0,42,7.06249,17.89264,,,0.0
0.0,0.0,5200,42,9.1,-0.085556007,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,5200.0,42,0.0871,11.68825,,,0.0
0.0,0.0,5200,42,3.8,-0.085534419,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,5200.0,42,0.25884,11.6912,,,0.0
0.0,0.0,5200,42,0.28,-0.042562736,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,5200.0,42,3.5439,23.49473,,,0.0
0.0,0.0,5200,42,0.14,-0.029484001,21,7.6,Villet1972,1B,NADPH,7.0,25,0.079,0.0,0.0,5200.0,42,7.06012,33.9167,,,0.0
0.0,0.0,25800,21,9.1,-0.241591411,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,25800.0,21,0.09066,4.13922,,,0.0
0.0,0.0,25800,21,3.8,-0.232255128,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,25800.0,21,0.27701,4.30561,,,0.0
0.0,0.0,25800,21,0.28,-0.077672256,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,25800.0,21,3.57357,12.87461,,,0.0
0.0,0.0,25800,21,0.14,-0.057458617,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,25800.0,21,7.16399,17.40383,,,0.0
0.0,0.0,17300,21,9.1,-0.173158374,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,17300.0,21,0.05079,5.77506,,,0.0
0.0,0.0,17300,21,3.8,-0.159895109,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,17300.0,21,0.24861,6.2541,,,0.0
